,kor,no,url,part,video_sec
207,가동,826,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735480/MOV000237114_700X466.mp4,,3.04
208,가두다,6721,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239500/MOV000249492_700X466.mp4,,16.48
209,가두모금,1679,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151210/225361/MOV000241370_700X466.mp4,,10.48
210,가두선전,1680,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151210/225362/MOV000241372_700X466.mp4,,8.98
211,가두연설,1681,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151210/225363/MOV000241374_700X466.mp4,,9.71
212,가두판매,1717,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151210/225364/MOV000241376_700X466.mp4,,15.48
213,가득,11194,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735407/MOV000240011_700X466.mp4,,3.12
214,가득,11665,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238461/MOV000247420_700X466.mp4,,10.68
215,가득차다,9875,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630180/MOV000259285_700X466.mp4,,4.19
216,가득히,11194,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735407/MOV000240011_700X466.mp4,,3.12
217,가라앉다,51,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213207/MOV000235891_700X466.mp4,,7.64
218,가라앉다,827,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215905/MOV000237116_700X466.mp4,,7.98
219,가라앉다,828,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040334/MOV000360736_700X466.mp4,,3.48
220,가라앉다,6758,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239501/MOV000249494_700X466.mp4,,16.65
221,가라앉다,6759,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239502/MOV000249496_700X466.mp4,,14.58
222,가라앉히다,827,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215905/MOV000237116_700X466.mp4,,7.98
223,가라앉히다,828,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040334/MOV000360736_700X466.mp4,,3.48
224,가라앉히다,6758,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239501/MOV000249494_700X466.mp4,,16.65
225,가락국수,1718,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151210/225365/MOV000241378_700X466.mp4,,19.92
226,가락지,1719,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632236/MOV000241380_700X466.mp4,,4.17
227,가락지,12023,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632237/MOV000254276_700X466.mp4,,4.17
228,가랑비,6760,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239503/MOV000249498_700X466.mp4,,17.82
229,가랑잎,4718,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221020/1042784/MOV000361032_700X466.mp4,,3.2
230,가랑잎,9349,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239504/MOV000249500_700X466.mp4,,18.45
231,가래,6761,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239505/MOV000249502_700X466.mp4,,16.32
232,가래,6763,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239507/MOV000249506_700X466.mp4,,17.12
233,가래떡,6762,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239506/MOV000249504_700X466.mp4,,16.55
234,가래침,6761,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239505/MOV000249502_700X466.mp4,,16.32
235,가래침,6763,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239507/MOV000249506_700X466.mp4,,17.12
236,가련하다,5532,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732903/MOV000252807_700X466.mp4,,3.42
237,가련하다,6764,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626490/MOV000249508_700X466.mp4,,4
238,가련하다,6880,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626491/MOV000249902_700X466.mp4,,4
239,가련하다,7155,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626492/MOV000256749_700X466.mp4,,4
240,가련하다,9567,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626493/MOV000259614_700X466.mp4,,4
241,가렵다,6765,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764376/MOV000249510_700X466.mp4,,3.35
242,가렵다,11508,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239345/MOV000249184_700X466.mp4,,11.71
243,가령,3907,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200812/728258/MOV000249512_700X466.mp4,,3.99
244,가령,5475,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160105/240880/MOV000252233_700X466.mp4,,12.95
245,가로,829,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215907/MOV000237120_700X466.mp4,,8.21
246,가로,830,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215908/MOV000237122_700X466.mp4,,6.17
247,가로,6067,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241477/MOV000253406_700X466.mp4,,10.98
248,가로,6766,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239511/MOV000249514_700X466.mp4,,16.22
249,가로,9626,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244067/MOV000258539_700X466.mp4,,10.95
250,가로등,7342,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239553/MOV000249620_700X466.mp4,,19.15
251,가로세로,2955,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230620/MOV000243768_700X466.mp4,,11.35
252,가로수,7343,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239554/MOV000249622_700X466.mp4,,17.62
253,가로쓰기,643,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222306/MOV000240013_700X466.mp4,,12.51
254,가로지르다,830,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215908/MOV000237122_700X466.mp4,,6.17
255,가로지르다,6766,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239511/MOV000249514_700X466.mp4,,16.22
256,가로채다,7344,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001933/MOV000359510_700X466.mp4,,3.02
257,가루,9350,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005832/MOV000359850_700X466.mp4,,3.85
258,가루,10642,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/242158/MOV000254763_700X466.mp4,,12.45
259,가루비누,1850,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225619/MOV000241490_700X466.mp4,,8.44
260,가루약,7345,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239557/MOV000249628_700X466.mp4,,18.55
261,가르다,644,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346211/MOV000260388_700X466.mp4,,8.83
262,가르다,831,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215909/MOV000237124_700X466.mp4,,8.41
263,가르다,3708,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631951/MOV000248660_700X466.mp4,,3.7
264,가르다,5136,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631957/MOV000246240_700X466.mp4,,3.7
265,가르다,5748,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631956/MOV000246386_700X466.mp4,,3.7
266,가르다,7301,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631952/MOV000250128_700X466.mp4,,3.7
267,가르다,10641,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631954/MOV000254757_700X466.mp4,,3.7
268,가르다,11475,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631953/MOV000250132_700X466.mp4,,3.7
269,가르다,12219,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631955/MOV000254769_700X466.mp4,,3.7
270,가르다,12411,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631950/MOV000249630_700X466.mp4,,3.7
271,가르다,24002,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346212/MOV000260389_700X466.mp4,,8.21
272,가르마,7378,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239559/MOV000249632_700X466.mp4,,19.39
273,가르치다,323,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632453/MOV000235627_700X466.mp4,,3.67
274,가르치다,11915,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632452/MOV000249634_700X466.mp4,,3.67
275,가르치다,12705,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632451/MOV000249724_700X466.mp4,,3.67
276,가르침,11915,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632452/MOV000249634_700X466.mp4,,3.67
277,가리다,1851,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005035/MOV000359764_700X466.mp4,,3.69
278,가리다,3047,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233833/MOV000245244_700X466.mp4,,9.34
279,가리키다,7379,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239561/MOV000249636_700X466.mp4,,15.58
280,가리키다,9850,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/243998/MOV000258387_700X466.mp4,,13.45
281,가마,7380,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001935/MOV000359512_700X466.mp4,,4.69
282,가마,7381,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010120/MOV000360109_700X466.mp4,,4.36
283,가마니,7381,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010120/MOV000360109_700X466.mp4,,4.36
284,가마솥,7382,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239564/MOV000249642_700X466.mp4,,19.82
285,가만가만,1852,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225621/MOV000241494_700X466.mp4,,11.85
286,가만두다,1853,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225622/MOV000241496_700X466.mp4,,9.88
287,가만있다,10092,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222189/MOV000239977_700X466.mp4,,7.31
288,가만있다,10421,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160104/240229/MOV000250946_700X466.mp4,,11.38
289,가만있다,11916,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733664/MOV000249644_700X466.mp4,,3.09
290,가만히,3557,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630153/MOV000244834_700X466.mp4,,3.74
291,가만히,9351,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630151/MOV000249646_700X466.mp4,,3.74
292,가만히,9386,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630152/MOV000250381_700X466.mp4,,3.74
293,가만히,9613,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630150/MOV000259095_700X466.mp4,,3.74
294,가망,7383,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239567/MOV000249648_700X466.mp4,,19.15
295,가매장,7384,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239568/MOV000249650_700X466.mp4,,18.22
296,가맹,1854,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225623/MOV000241498_700X466.mp4,,13.25
297,가면,441,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210272/MOV000234580_700X466.mp4,,14.45
298,가면,9352,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041844/MOV000360899_700X466.mp4,,3.35
299,가면극,2956,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230621/MOV000243770_700X466.mp4,,11.75
300,가명,7385,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239570/MOV000249654_700X466.mp4,,16.78
301,가무,7386,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239582/MOV000249656_700X466.mp4,,16.65
302,가물거리다,832,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631936/MOV000237126_700X466.mp4,,4
303,가물거리다,1323,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631941/MOV000241869_700X466.mp4,,4
304,가물거리다,1868,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631944/MOV000239993_700X466.mp4,,4
305,가물거리다,2093,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631939/MOV000240119_700X466.mp4,,4
306,가물거리다,4173,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631942/MOV000242028_700X466.mp4,,4
307,가물거리다,5425,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631938/MOV000252202_700X466.mp4,,4
308,가물거리다,5870,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631940/MOV000246480_700X466.mp4,,4
309,가물거리다,6358,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631935/MOV000249760_700X466.mp4,,4
310,가물거리다,11440,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631934/MOV000245170_700X466.mp4,,4
311,가물거리다,12180,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631937/MOV000252803_700X466.mp4,,4
312,가물거리다,12647,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631945/MOV000245350_700X466.mp4,,4
313,가물다,1855,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225624/MOV000241500_700X466.mp4,,16.02
314,가물대다,832,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631936/MOV000237126_700X466.mp4,,4
315,가물대다,1868,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631944/MOV000239993_700X466.mp4,,4
316,가물대다,5870,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631940/MOV000246480_700X466.mp4,,4
317,가물대다,6358,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631935/MOV000249760_700X466.mp4,,4
318,가물대다,11440,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631934/MOV000245170_700X466.mp4,,4
319,가뭄,6359,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239635/MOV000249762_700X466.mp4,,20.59
320,가발,6360,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010109/MOV000360098_700X466.mp4,,5.02
321,가방,6361,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734899/MOV000249766_700X466.mp4,,3.42
322,가법,833,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215911/MOV000237128_700X466.mp4,,9.14
323,가볍다,10998,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631862/MOV000249768_700X466.mp4,,4
324,가보,1856,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225625/MOV000241502_700X466.mp4,,11.38
325,가불,6393,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239639/MOV000249770_700X466.mp4,,16.52
326,가불금,1857,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225626/MOV000241504_700X466.mp4,,12.01
327,가쁘다,6394,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239640/MOV000249772_700X466.mp4,,15.22
328,가사,4889,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151215/228065/MOV000242618_700X466.mp4,,10.41
329,가사,6395,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010110/MOV000360099_700X466.mp4,,4.27
330,가사,6396,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239643/MOV000249778_700X466.mp4,,16.88
331,가사,10999,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239642/MOV000249776_700X466.mp4,,14.78
332,가사관리사,6889,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785439/MOV000357095_700X466.mp4,,4.07
333,가산,837,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215915/MOV000237136_700X466.mp4,,7.04
334,가산,6397,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239644/MOV000249780_700X466.mp4,,17.39
335,가산,11000,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005873/MOV000359875_700X466.mp4,,3.52
336,가상,15284,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/250898/MOV000262908_700X466.mp4,,4.95
337,가상공간,15285,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/250899/MOV000262912_700X466.mp4,,6.15
338,가상누름단추,15286,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/250900/MOV000262917_700X466.mp4,,4.15
339,가상주어,19500,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/251753/MOV000264214_700X466.mp4,,6.02
340,가상현실,15287,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/250901/MOV000262920_700X466.mp4,,5.82
341,가석방,4239,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/238172/MOV000247190_700X466.mp4,,8.98
342,가설,6398,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346375/MOV000249784_700X466.mp4,,6.5
343,가설,6399,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239647/MOV000249786_700X466.mp4,,15.38
344,가설,11001,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239648/MOV000249788_700X466.mp4,,16.68
345,가속,834,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215912/MOV000237130_700X466.mp4,,8.58
346,가속,1858,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225627/MOV000241506_700X466.mp4,,9.51
347,가속하다,834,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215912/MOV000237130_700X466.mp4,,8.58
348,가속하다,1858,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225627/MOV000241506_700X466.mp4,,9.51
