,kor,no,url,part,video_sec,video_link
172,가꾸다,11758,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630745/MOV000256058_700X466.mp4,,4.31,가꾸다_(172).mp4
173,가꾸다,11836,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630741/MOV000249618_700X466.mp4,,4.31,가꾸다_(173).mp4
174,가끔,9915,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632410/MOV000259374_700X466.mp4,,4.0,가끔_(174).mp4
175,가끔,10891,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632409/MOV000256536_700X466.mp4,,4.0,가끔_(175).mp4
176,가끔,12407,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632407/MOV000249364_700X466.mp4,,4.0,가끔_(176).mp4
177,가끔,12415,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632408/MOV000250331_700X466.mp4,,4.0,가끔_(177).mp4
178,가나,9347,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221101/1047315/MOV000361218_700X466.mp4,,3.19,가나_(178).mp4
179,가난,2691,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151118/212305/MOV000235473_700X466.mp4,,7.64,가난_(179).mp4
180,가난,2693,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151119/212701/MOV000235671_700X466.mp4,,7.04,가난_(180).mp4
181,가난,9471,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733641/MOV000249370_700X466.mp4,,3.27,가난_(181).mp4
182,가난,10654,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241460/MOV000253378_700X466.mp4,,11.71,가난_(182).mp4
183,가난뱅이,2953,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733035/MOV000243764_700X466.mp4,,2.99,가난뱅이_(183).mp4
184,가내,1196,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221024/1044074/MOV000361139_700X466.mp4,,3.02,가내_(184).mp4
185,가내,1676,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151210/225259/MOV000241364_700X466.mp4,,9.61,가내_(185).mp4
186,가냘프다,6718,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239494/MOV000249480_700X466.mp4,,15.52,가냘프다_(186).mp4
187,가냘프다,23825,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735445/MOV000260292_700X466.mp4,,3.25,가냘프다_(187).mp4
188,가느다랗다,1677,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735127/MOV000260291_700X466.mp4,,3.57,가느다랗다_(188).mp4
189,가느다랗다,23825,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735445/MOV000260292_700X466.mp4,,3.25,가느다랗다_(189).mp4
190,가는곳,4954,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009636/MOV000359967_700X466.mp4,,3.52,가는곳_(190).mp4
191,가늘다,6719,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733615/MOV000249482_700X466.mp4,,3.35,가늘다_(191).mp4
192,가늘다,23825,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735445/MOV000260292_700X466.mp4,,3.25,가늘다_(192).mp4
193,가능,1391,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151122/214241/MOV000236364_700X466.mp4,,12.35,가능_(193).mp4
194,가능,12408,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764392/MOV000249484_700X466.mp4,,2.85,가능_(194).mp4
195,가능성,2954,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230619/MOV000243766_700X466.mp4,,8.41,가능성_(195).mp4
196,가다,11796,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632050/MOV000249486_700X466.mp4,,3.0,가다_(196).mp4
197,가다듬다,6720,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345641/MOV000249488_700X466.mp4,,6.13,가다듬다_(197).mp4
198,가다듬다,7641,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004438/MOV000359631_700X466.mp4,,3.52,가다듬다_(198).mp4
199,가담,1193,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632955/MOV000238133_700X466.mp4,,3.67,가담_(199).mp4
200,가담,9043,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632954/MOV000259325_700X466.mp4,,3.67,가담_(200).mp4
201,가담,9348,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632950/MOV000249490_700X466.mp4,,3.67,가담_(201).mp4
202,가담,11666,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632953/MOV000247428_700X466.mp4,,3.67,가담_(202).mp4
203,가담,12297,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632951/MOV000259584_700X466.mp4,,3.67,가담_(203).mp4
204,가담,12780,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632949/MOV000250930_700X466.mp4,,3.67,가담_(204).mp4
205,가담,12927,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632952/MOV000257417_700X466.mp4,,3.67,가담_(205).mp4
206,가도,1678,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151210/225261/MOV000241368_700X466.mp4,,9.34,가도_(206).mp4
207,가동,826,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735480/MOV000237114_700X466.mp4,,3.04,가동_(207).mp4
208,가두다,6721,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239500/MOV000249492_700X466.mp4,,16.48,가두다_(208).mp4
209,가두모금,1679,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151210/225361/MOV000241370_700X466.mp4,,10.48,가두모금_(209).mp4
210,가두선전,1680,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151210/225362/MOV000241372_700X466.mp4,,8.98,가두선전_(210).mp4
211,가두연설,1681,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151210/225363/MOV000241374_700X466.mp4,,9.71,가두연설_(211).mp4
212,가두판매,1717,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151210/225364/MOV000241376_700X466.mp4,,15.48,가두판매_(212).mp4
213,가득,11194,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735407/MOV000240011_700X466.mp4,,3.12,가득_(213).mp4
214,가득,11665,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238461/MOV000247420_700X466.mp4,,10.68,가득_(214).mp4
215,가득차다,9875,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630180/MOV000259285_700X466.mp4,,4.19,가득차다_(215).mp4
216,가득히,11194,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735407/MOV000240011_700X466.mp4,,3.12,가득히_(216).mp4
217,가라앉다,51,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213207/MOV000235891_700X466.mp4,,7.64,가라앉다_(217).mp4
218,가라앉다,827,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215905/MOV000237116_700X466.mp4,,7.98,가라앉다_(218).mp4
219,가라앉다,828,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040334/MOV000360736_700X466.mp4,,3.48,가라앉다_(219).mp4
220,가라앉다,6758,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239501/MOV000249494_700X466.mp4,,16.65,가라앉다_(220).mp4
221,가라앉다,6759,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239502/MOV000249496_700X466.mp4,,14.58,가라앉다_(221).mp4
222,가라앉히다,827,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215905/MOV000237116_700X466.mp4,,7.98,가라앉히다_(222).mp4
223,가라앉히다,828,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040334/MOV000360736_700X466.mp4,,3.48,가라앉히다_(223).mp4
224,가라앉히다,6758,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239501/MOV000249494_700X466.mp4,,16.65,가라앉히다_(224).mp4
225,가락국수,1718,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151210/225365/MOV000241378_700X466.mp4,,19.92,가락국수_(225).mp4
226,가락지,1719,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632236/MOV000241380_700X466.mp4,,4.17,가락지_(226).mp4
227,가락지,12023,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632237/MOV000254276_700X466.mp4,,4.17,가락지_(227).mp4
228,가랑비,6760,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239503/MOV000249498_700X466.mp4,,17.82,가랑비_(228).mp4
229,가랑잎,4718,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221020/1042784/MOV000361032_700X466.mp4,,3.2,가랑잎_(229).mp4
230,가랑잎,9349,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239504/MOV000249500_700X466.mp4,,18.45,가랑잎_(230).mp4
231,가래,6761,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239505/MOV000249502_700X466.mp4,,16.32,가래_(231).mp4
232,가래,6763,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239507/MOV000249506_700X466.mp4,,17.12,가래_(232).mp4
233,가래떡,6762,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239506/MOV000249504_700X466.mp4,,16.55,가래떡_(233).mp4
234,가래침,6761,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239505/MOV000249502_700X466.mp4,,16.32,가래침_(234).mp4
235,가래침,6763,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239507/MOV000249506_700X466.mp4,,17.12,가래침_(235).mp4
236,가련하다,5532,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732903/MOV000252807_700X466.mp4,,3.42,가련하다_(236).mp4
237,가련하다,6764,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626490/MOV000249508_700X466.mp4,,4.0,가련하다_(237).mp4
238,가련하다,6880,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626491/MOV000249902_700X466.mp4,,4.0,가련하다_(238).mp4
239,가련하다,7155,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626492/MOV000256749_700X466.mp4,,4.0,가련하다_(239).mp4
240,가련하다,9567,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626493/MOV000259614_700X466.mp4,,4.0,가련하다_(240).mp4
241,가렵다,6765,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764376/MOV000249510_700X466.mp4,,3.35,가렵다_(241).mp4
242,가렵다,11508,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239345/MOV000249184_700X466.mp4,,11.71,가렵다_(242).mp4
243,가령,3907,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200812/728258/MOV000249512_700X466.mp4,,3.99,가령_(243).mp4
244,가령,5475,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160105/240880/MOV000252233_700X466.mp4,,12.95,가령_(244).mp4
245,가로,829,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215907/MOV000237120_700X466.mp4,,8.21,가로_(245).mp4
246,가로,830,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215908/MOV000237122_700X466.mp4,,6.17,가로_(246).mp4
247,가로,6067,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241477/MOV000253406_700X466.mp4,,10.98,가로_(247).mp4
248,가로,6766,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239511/MOV000249514_700X466.mp4,,16.22,가로_(248).mp4
249,가로,9626,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244067/MOV000258539_700X466.mp4,,10.95,가로_(249).mp4
250,가로등,7342,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239553/MOV000249620_700X466.mp4,,19.15,가로등_(250).mp4
251,가로세로,2955,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230620/MOV000243768_700X466.mp4,,11.35,가로세로_(251).mp4
252,가로수,7343,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239554/MOV000249622_700X466.mp4,,17.62,가로수_(252).mp4
253,가로쓰기,643,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222306/MOV000240013_700X466.mp4,,12.51,가로쓰기_(253).mp4
254,가로지르다,830,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215908/MOV000237122_700X466.mp4,,6.17,가로지르다_(254).mp4
255,가로지르다,6766,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239511/MOV000249514_700X466.mp4,,16.22,가로지르다_(255).mp4
256,가로채다,7344,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001933/MOV000359510_700X466.mp4,,3.02,가로채다_(256).mp4
257,가루,9350,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005832/MOV000359850_700X466.mp4,,3.85,가루_(257).mp4
258,가루,10642,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/242158/MOV000254763_700X466.mp4,,12.45,가루_(258).mp4
259,가루비누,1850,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225619/MOV000241490_700X466.mp4,,8.44,가루비누_(259).mp4
260,가루약,7345,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239557/MOV000249628_700X466.mp4,,18.55,가루약_(260).mp4
261,가르다,644,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346211/MOV000260388_700X466.mp4,,8.83,가르다_(261).mp4
262,가르다,831,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215909/MOV000237124_700X466.mp4,,8.41,가르다_(262).mp4
263,가르다,3708,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631951/MOV000248660_700X466.mp4,,3.7,가르다_(263).mp4
264,가르다,5136,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631957/MOV000246240_700X466.mp4,,3.7,가르다_(264).mp4
265,가르다,5748,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631956/MOV000246386_700X466.mp4,,3.7,가르다_(265).mp4
266,가르다,7301,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631952/MOV000250128_700X466.mp4,,3.7,가르다_(266).mp4
267,가르다,10641,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631954/MOV000254757_700X466.mp4,,3.7,가르다_(267).mp4
268,가르다,11475,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631953/MOV000250132_700X466.mp4,,3.7,가르다_(268).mp4
269,가르다,12219,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631955/MOV000254769_700X466.mp4,,3.7,가르다_(269).mp4
270,가르다,12411,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631950/MOV000249630_700X466.mp4,,3.7,가르다_(270).mp4
271,가르다,24002,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346212/MOV000260389_700X466.mp4,,8.21,가르다_(271).mp4
272,가르마,7378,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239559/MOV000249632_700X466.mp4,,19.39,가르마_(272).mp4
273,가르치다,323,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632453/MOV000235627_700X466.mp4,,3.67,가르치다_(273).mp4
274,가르치다,11915,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632452/MOV000249634_700X466.mp4,,3.67,가르치다_(274).mp4
275,가르치다,12705,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632451/MOV000249724_700X466.mp4,,3.67,가르치다_(275).mp4
276,가르침,11915,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632452/MOV000249634_700X466.mp4,,3.67,가르침_(276).mp4
277,가리다,1851,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005035/MOV000359764_700X466.mp4,,3.69,가리다_(277).mp4
278,가리다,3047,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233833/MOV000245244_700X466.mp4,,9.34,가리다_(278).mp4
279,가리키다,7379,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239561/MOV000249636_700X466.mp4,,15.58,가리키다_(279).mp4
280,가리키다,9850,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/243998/MOV000258387_700X466.mp4,,13.45,가리키다_(280).mp4
281,가마,7380,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001935/MOV000359512_700X466.mp4,,4.69,가마_(281).mp4
282,가마,7381,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010120/MOV000360109_700X466.mp4,,4.36,가마_(282).mp4
283,가마니,7381,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010120/MOV000360109_700X466.mp4,,4.36,가마니_(283).mp4
284,가마솥,7382,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239564/MOV000249642_700X466.mp4,,19.82,가마솥_(284).mp4
285,가만가만,1852,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225621/MOV000241494_700X466.mp4,,11.85,가만가만_(285).mp4
286,가만두다,1853,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225622/MOV000241496_700X466.mp4,,9.88,가만두다_(286).mp4
287,가만있다,10092,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222189/MOV000239977_700X466.mp4,,7.31,가만있다_(287).mp4
288,가만있다,10421,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160104/240229/MOV000250946_700X466.mp4,,11.38,가만있다_(288).mp4
289,가만있다,11916,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733664/MOV000249644_700X466.mp4,,3.09,가만있다_(289).mp4
290,가만히,3557,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630153/MOV000244834_700X466.mp4,,3.74,가만히_(290).mp4
291,가만히,9351,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630151/MOV000249646_700X466.mp4,,3.74,가만히_(291).mp4
292,가만히,9386,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630152/MOV000250381_700X466.mp4,,3.74,가만히_(292).mp4
293,가만히,9613,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630150/MOV000259095_700X466.mp4,,3.74,가만히_(293).mp4
294,가망,7383,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239567/MOV000249648_700X466.mp4,,19.15,가망_(294).mp4
295,가매장,7384,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239568/MOV000249650_700X466.mp4,,18.22,가매장_(295).mp4
296,가맹,1854,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225623/MOV000241498_700X466.mp4,,13.25,가맹_(296).mp4
297,가면,441,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210272/MOV000234580_700X466.mp4,,14.45,가면_(297).mp4
298,가면,9352,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041844/MOV000360899_700X466.mp4,,3.35,가면_(298).mp4
299,가면극,2956,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230621/MOV000243770_700X466.mp4,,11.75,가면극_(299).mp4
300,가명,7385,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239570/MOV000249654_700X466.mp4,,16.78,가명_(300).mp4
301,가무,7386,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239582/MOV000249656_700X466.mp4,,16.65,가무_(301).mp4
302,가물거리다,832,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631936/MOV000237126_700X466.mp4,,4.0,가물거리다_(302).mp4
303,가물거리다,1323,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631941/MOV000241869_700X466.mp4,,4.0,가물거리다_(303).mp4
304,가물거리다,1868,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631944/MOV000239993_700X466.mp4,,4.0,가물거리다_(304).mp4
305,가물거리다,2093,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631939/MOV000240119_700X466.mp4,,4.0,가물거리다_(305).mp4
